sentence_number,stopword_count,word_length,character_length
48066,1,4,27
48067,4,8,46
48068,2,4,29
48069,3,7,38
48070,3,6,32
48071,2,2,11
48072,0,1,6
48073,7,10,52
48074,7,10,46
48075,10,18,92
48076,11,22,112
48077,6,10,56
48078,4,5,28
48079,4,5,24
48080,8,12,58
48081,14,23,118
48082,3,5,25
48083,5,9,46
48084,9,15,72
48085,6,10,71
48086,6,11,59
48087,17,29,147
48088,6,8,41
48089,11,19,129
48090,4,10,56
48091,4,6,27
48092,21,33,176
48093,11,16,96
48094,10,16,86
48095,9,16,113
48096,4,6,31
48097,6,13,74
48098,2,5,29
48099,3,3,16
48100,5,11,64
48101,9,13,68
48102,11,17,81
48103,13,20,107
48104,3,5,27
48105,5,9,46
48106,7,11,52
48107,8,13,84
48108,11,18,106
48109,5,10,55
48110,4,4,15
48111,6,14,80
48112,4,7,35
48113,5,15,98
48114,6,9,47
48115,4,13,72
48116,0,4,25
48117,13,21,100
48118,11,16,81
48119,4,5,25
48120,3,8,48
48121,4,11,69
48122,11,20,113
48123,7,17,101
48124,4,6,32
48125,9,18,98
48126,0,0,1
48127,13,22,106
48128,11,20,109
48129,3,6,32
48130,7,10,54
48131,9,16,87
48132,5,7,35
48133,4,8,44
48134,0,2,15
48135,10,15,73
48136,8,14,75
48137,11,27,147
48138,12,23,126
48139,3,4,21
48140,17,31,163
48141,8,14,80
48142,7,13,70
48143,12,22,118
48144,9,15,81
48145,3,10,55
48146,15,26,143
48147,8,14,74
48148,11,24,154
48149,2,4,24
48150,2,4,21
48151,11,15,77
48152,8,11,63
48153,4,7,33
48154,8,13,74
48155,5,8,43
48156,8,17,96
48157,6,11,62
48158,11,22,106
48159,6,11,56
48160,3,4,25
48161,2,4,27
48162,3,6,33
48163,10,16,82
48164,3,6,34
48165,8,13,78
48166,2,8,49
48167,4,7,36
48168,7,12,68
48169,6,13,66
48170,2,5,33
48171,8,15,85
48172,6,17,93
48173,11,17,91
48174,8,11,50
48175,15,29,137
48176,4,10,53
48177,4,7,39
48178,18,37,196
48179,7,13,87
48180,12,27,159
48181,3,6,40
48182,13,20,118
48183,10,22,134
48184,4,9,46
48185,6,10,47
48186,6,11,53
48187,8,17,102
48188,4,9,55
48189,9,19,123
48190,18,37,197
48191,11,21,107
48192,9,19,102
48193,14,23,126
48194,7,12,67
48195,7,12,68
48196,2,4,20
48197,9,18,93
48198,13,23,132
48199,3,8,51
48200,7,18,100
48201,8,20,135
48202,11,26,131
48203,17,31,147
48204,17,28,139
48205,14,23,113
48206,17,27,140
48207,21,37,214
48208,23,44,240
48209,6,15,92
48210,12,27,144
48211,20,36,211
48212,3,7,41
48213,3,5,38
48214,10,19,109
48215,11,17,87
48216,14,25,122
48217,7,10,46
48218,8,12,48
48219,6,8,34
48220,10,18,89
48221,8,13,65
48222,11,19,93
48223,3,5,31
48224,2,3,15
48225,6,12,74
48226,11,21,116
48227,4,10,63
48228,11,19,96
48229,6,14,88
48230,4,15,110
48231,7,15,99
48232,3,7,43
48233,13,24,150
48234,9,18,92
48235,8,12,66
48236,14,34,219
48237,6,11,59
48238,14,22,118
48239,2,7,46
48240,14,23,111
48241,17,24,121
48242,6,14,87
48243,10,17,92
48244,8,12,58
48245,9,20,105
48246,1,5,36
48247,10,24,141
48248,7,12,65
48249,6,14,81
48250,3,5,26
48251,15,27,134
48252,10,20,83
48253,1,3,23
48254,4,7,37
48255,3,6,31
48256,13,20,108
48257,7,14,75
48258,4,14,93
48259,1,4,43
48260,7,16,93
48261,14,30,167
48262,7,13,72
48263,6,7,29
48264,16,29,162
48265,6,10,55
48266,3,4,24
48267,9,19,113
48268,11,15,75
48269,9,16,106
48270,9,13,63
48271,7,13,65
48272,4,6,39
48273,13,28,165
48274,8,16,92
48275,6,12,67
48276,21,37,212
48277,9,16,92
48278,9,16,74
48279,2,3,18
48280,2,3,20
48281,8,20,126
48282,4,11,61
48283,5,8,51
48284,2,4,23
48285,7,9,44
48286,3,6,35
48287,3,10,63
48288,3,8,46
48289,7,11,54
48290,5,11,61
48291,2,5,27
48292,12,22,125
48293,1,2,12
48294,0,2,15
48295,6,10,68
48296,12,22,125
48297,3,4,21
48298,3,10,63
48299,3,4,19
48300,3,6,38
48301,9,19,112
48302,2,9,58
48303,5,9,46
48304,7,8,45
48305,4,10,62
48306,3,5,29
48307,3,4,20
48308,4,8,44
48309,2,4,31
48310,5,7,38
48311,3,6,33
48312,7,13,70
48313,2,5,33
48314,1,3,20
48315,2,4,25
48316,2,6,41
48317,5,9,53
48318,1,5,30
48319,7,17,109
48320,2,3,16
48321,2,7,40
48322,3,6,29
48323,6,14,79
48324,2,7,44
48325,5,15,86
48326,10,18,95
48327,1,3,16
48328,8,22,134
48329,10,23,138
48330,0,2,12
48331,9,17,96
48332,1,6,40
48333,1,4,21
48334,8,15,78
48335,9,16,80
48336,8,22,144
48337,3,11,69
48338,4,10,62
48339,4,7,37
48340,2,4,37
48341,9,12,56
48342,5,6,25
48343,5,9,50
48344,6,9,51
48345,2,11,68
48346,0,2,17
48347,2,5,30
48348,4,7,41
48349,3,5,25
48350,3,5,33
48351,3,6,28
48352,0,2,18
48353,5,11,68
48354,4,9,50
48355,7,11,61
48356,18,37,198
48357,15,29,155
48358,4,10,62
48359,5,8,50
48360,5,13,71
48361,7,14,86
48362,11,22,117
48363,7,16,91
48364,10,23,133
48365,9,17,90
48366,6,12,61
48367,4,10,50
48368,11,20,118
48369,4,7,32
48370,6,10,51
48371,1,4,26
48372,9,20,121
48373,5,10,59
48374,1,4,25
48375,1,5,29
48376,9,21,118
48377,7,17,109
48378,8,13,72
48379,8,17,98
48380,8,15,84
48381,0,2,15
48382,3,6,39
48383,2,4,19
48384,7,12,66
48385,2,3,17
48386,9,14,88
48387,7,17,98
48388,1,2,11
48389,3,4,23
48390,9,18,97
48391,2,4,30
48392,1,3,38
48393,3,4,31
48394,1,3,22
48395,0,2,20
48396,0,2,19
48397,1,2,15
48398,4,8,65
48399,2,5,32
48400,6,13,79
48401,0,1,13
48402,3,6,32
48403,3,6,29
48404,3,6,29
48405,5,9,58
48406,2,4,24
48407,1,3,17
48408,2,5,32
48409,1,5,25
48410,2,5,23
48411,4,5,25
48412,3,5,29
48413,6,7,41
48414,0,3,24
48415,4,7,38
48416,5,7,38
48417,5,6,34
48418,5,8,43
48419,0,0,2
48420,3,4,23
48421,4,10,56
48422,2,4,20
48423,5,10,50
48424,3,5,28
48425,10,22,121
48426,3,6,25
48427,0,2,15
48428,0,2,11
48429,5,20,123
48430,14,26,146
48431,4,10,60
48432,4,10,55
48433,6,12,66
48434,10,24,142
48435,4,10,54
48436,6,13,68
48437,4,8,47
48438,10,21,143
48439,8,16,92
48440,19,37,213
48441,3,6,36
48442,4,9,43
48443,2,6,45
48444,6,15,87
48445,8,18,112
48446,6,15,79
48447,2,8,45
48448,11,22,114
48449,10,19,114
48450,4,8,46
48451,13,25,133
48452,11,23,114
48453,3,7,46
48454,6,12,67
48455,9,21,111
48456,5,11,71
48457,3,7,41
48458,5,13,70
48459,3,8,45
48460,2,5,25
48461,3,4,29
48462,9,19,108
48463,2,6,40
48464,7,14,66
48465,2,4,28
48466,3,7,35
48467,3,7,40
48468,6,10,47
48469,4,11,67
48470,0,1,19
48471,0,2,20
48472,6,9,45
48473,4,7,38
48474,5,10,48
48475,5,15,77
48476,3,8,52
48477,4,12,82
48478,12,25,134
48479,11,18,97
48480,16,32,196
48481,19,36,201
48482,22,47,278
48483,11,21,124
48484,5,8,43
48485,2,5,28
48486,12,26,147
48487,18,31,167
48488,7,12,61
48489,17,39,211
48490,23,42,232
48491,9,17,93
48492,9,18,95
48493,13,30,199
48494,15,22,126
48495,11,19,109
48496,9,27,158
48497,13,22,127
48498,9,20,126
48499,6,14,96
48500,8,13,78
48501,2,6,40
48502,4,8,46
48503,18,27,140
48504,19,31,165
48505,15,27,158
48506,4,11,72
48507,6,13,72
48508,10,21,129
48509,7,11,60
48510,4,9,60
48511,11,19,105
48512,23,33,178
48513,3,9,51
48514,20,36,203
48515,21,36,215
48516,17,33,204
48517,8,15,89
48518,3,8,56
48519,10,15,75
48520,6,14,83
48521,9,17,90
48522,8,15,75
48523,1,6,52
48524,12,20,101
48525,3,7,41
48526,12,22,117
48527,9,24,184
48528,9,25,154
48529,6,17,93
48530,1,4,23
48531,3,6,31
48532,4,7,37
48533,6,13,82
48534,15,22,115
48535,7,11,65
48536,9,21,152
48537,2,9,61
48538,4,8,42
48539,2,7,38
48540,4,8,50
48541,7,15,88
48542,8,18,114
48543,15,35,204
48544,2,6,45
48545,11,22,125
48546,8,20,136
48547,8,21,115
48548,12,21,111
48549,14,26,147
48550,6,16,94
48551,8,15,85
48552,8,14,81
48553,9,18,96
48554,13,25,153
48555,7,13,66
48556,5,12,65
48557,1,3,19
48558,2,3,20
48559,16,27,147
48560,11,23,116
48561,4,7,35
48562,7,17,119
48563,10,21,110
48564,14,27,162
48565,1,5,33
48566,3,7,42
48567,13,29,165
48568,9,20,128
48569,8,12,64
48570,4,12,92
48571,4,10,59
48572,15,26,135
48573,5,11,69
48574,4,9,58
48575,15,31,208
48576,5,11,60
48577,23,40,202
48578,19,32,173
48579,6,9,38
48580,6,14,88
48581,9,16,105
48582,8,22,124
48583,2,4,28
48584,0,3,23
48585,3,4,19
48586,10,18,98
48587,10,18,100
48588,9,22,136
48589,1,7,52
48590,2,6,39
48591,3,7,46
48592,5,11,67
48593,2,7,54
48594,9,15,76
48595,3,9,54
48596,12,20,99
48597,1,1,9
48598,3,7,57
48599,8,14,89
48600,6,12,73
48601,3,6,36
48602,2,3,18
48603,0,0,16
48604,8,14,70
48605,3,4,18
48606,2,4,29
48607,0,3,23
48608,4,8,39
48609,18,33,164
48610,3,8,46
48611,2,6,35
48612,5,10,65
48613,0,2,12
48614,0,0,11
48615,7,9,46
48616,6,11,53
48617,4,7,32
48618,8,14,74
48619,0,1,11
48620,3,4,40
48621,11,20,115
48622,6,12,65
48623,2,5,30
48624,3,5,27
48625,6,12,65
48626,4,12,74
48627,11,22,128
48628,6,12,69
48629,12,23,169
48630,7,14,75
48631,9,17,94
48632,4,8,44
48633,5,8,40
48634,5,10,64
48635,5,9,40
48636,2,5,42
48637,8,15,91
48638,5,16,123
48639,6,10,82
48640,8,16,99
48641,3,5,23
48642,2,5,27
48643,4,7,39
48644,12,23,127
48645,5,13,80
48646,3,5,33
48647,8,14,73
48648,9,12,56
48649,5,11,69
48650,0,2,31
48651,8,17,96
48652,10,18,92
48653,2,5,31
48654,1,2,13
48655,4,10,63
48656,2,7,54
48657,5,9,51
48658,4,12,65
48659,9,13,62
48660,5,14,100
48661,5,9,60
48662,10,20,115
48663,3,3,23
48664,3,6,46
48665,3,5,34
48666,1,5,36
48667,9,17,94
48668,0,1,10
48669,1,3,21
48670,0,1,13
48671,3,5,30
48672,1,3,26
48673,8,16,91
48674,10,18,102
48675,4,9,54
48676,6,10,58
48677,9,16,88
48678,1,7,53
48679,3,5,37
48680,5,8,48
48681,3,7,47
48682,4,8,49
48683,2,6,42
48684,3,6,37
48685,13,22,134
48686,7,11,51
48687,4,7,43
48688,13,32,199
48689,10,22,154
48690,3,9,58
48691,11,19,113
48692,3,9,78
48693,20,33,190
48694,10,18,116
48695,12,27,149
48696,10,19,95
48697,10,17,85
48698,5,8,43
48699,10,18,90
48700,9,19,109
48701,4,5,34
48702,3,6,40
48703,11,17,79
48704,4,7,31
48705,16,27,131
48706,7,10,54
48707,8,12,61
48708,4,4,27
48709,1,2,9
48710,5,8,47
48711,5,9,55
48712,2,4,40
48713,12,18,85
48714,7,14,74
48715,0,2,18
48716,15,20,105
48717,11,19,102
48718,1,5,38
48719,8,14,72
48720,7,11,62
48721,3,5,30
48722,2,3,15
48723,6,7,35
48724,0,0,11
48725,4,10,68
48726,5,10,59
48727,8,11,51
48728,3,6,40
48729,3,6,42
48730,6,10,61
48731,4,8,50
48732,2,4,42
48733,15,23,132
48734,5,11,69
48735,7,10,47
48736,0,0,11
48737,6,16,102
48738,8,15,78
48739,8,16,86
48740,8,17,103
48741,7,13,72
48742,8,16,91
48743,10,19,121
48744,2,5,30
48745,10,16,95
48746,6,7,35
48747,6,8,46
48748,6,11,50
48749,8,13,77
48750,5,9,49
48751,3,5,21
48752,3,7,35
48753,12,17,86
48754,5,10,47
48755,15,28,161
48756,13,26,159
48757,4,11,76
48758,6,12,90
48759,2,3,19
48760,4,9,49
48761,6,15,91
48762,13,25,135
48763,9,17,113
48764,6,10,51
48765,6,13,65
48766,4,7,36
48767,0,2,14
48768,0,1,9
48769,8,14,73
48770,3,5,23
48771,5,13,89
48772,1,3,18
48773,9,19,117
48774,7,15,103
48775,10,20,106
48776,11,27,137
48777,8,14,78
48778,8,20,127
48779,10,18,105
48780,13,24,133
48781,2,6,40
48782,5,11,66
48783,11,20,95
48784,6,12,66
48785,2,7,39
48786,4,10,58
48787,6,13,79
48788,9,15,73
48789,13,25,137
48790,5,16,107
48791,11,19,107
48792,3,8,46
48793,10,18,94
48794,8,13,70
48795,7,11,55
48796,8,14,79
48797,12,19,95
48798,3,6,34
48799,2,3,18
48800,4,8,49
48801,5,14,77
48802,5,9,52
48803,7,14,85
48804,3,5,35
48805,0,2,19
48806,4,9,52
48807,3,8,56
48808,9,18,101
48809,6,12,64
48810,7,13,87
48811,10,19,102
48812,4,8,39
48813,2,5,33
48814,3,6,39
48815,14,23,122
48816,6,12,76
48817,6,14,92
48818,1,4,30
48819,2,4,24
48820,4,11,58
48821,3,6,27
48822,5,7,33
48823,8,13,61
48824,6,9,45
48825,3,7,48
48826,3,6,37
48827,5,7,35
48828,0,0,2
48829,1,3,20
48830,0,1,8
48831,0,1,7
48832,3,5,29
48833,2,5,28
48834,0,0,2
48835,8,19,105
48836,9,12,61
48837,6,13,71
48838,10,17,89
48839,7,12,63
48840,7,11,63
48841,0,4,37
48842,7,14,82
48843,4,7,46
48844,1,5,32
48845,2,2,14
48846,5,7,36
48847,1,4,21
48848,2,4,23
48849,4,11,61
48850,4,8,47
48851,6,10,47
48852,3,6,33
48853,4,7,34
48854,5,9,49
48855,1,4,24
48856,6,9,48
48857,5,7,33
48858,6,10,57
48859,3,9,57
48860,5,7,38
48861,4,8,46
48862,1,5,41
48863,6,9,49
48864,7,12,63
48865,6,10,53
48866,11,19,107
48867,8,16,98
48868,4,6,36
48869,5,16,101
48870,9,15,76
48871,7,8,37
48872,5,6,28
48873,12,26,147
48874,5,9,47
48875,4,11,68
48876,2,6,38
48877,8,18,104
48878,3,5,24
48879,5,8,42
48880,6,11,67
48881,2,6,58
48882,6,13,87
48883,7,16,97
48884,3,7,41
48885,3,6,43
48886,2,4,25
48887,0,3,18
48888,4,6,30
48889,4,9,46
48890,6,11,54
48891,4,9,57
48892,3,5,31
48893,7,16,90
48894,10,22,124
48895,2,4,24
48896,6,13,67
48897,3,6,36
48898,5,9,48
48899,6,13,85
48900,4,12,73
48901,2,6,42
48902,1,5,41
48903,4,7,37
48904,3,4,25
48905,3,8,42
48906,5,11,54
48907,6,12,65
48908,11,17,84
48909,15,21,100
48910,7,14,74
48911,2,6,42
48912,2,6,45
48913,1,4,37
48914,4,6,38
48915,2,4,30
48916,4,11,67
48917,2,6,38
48918,10,14,74
48919,4,11,75
48920,7,13,60
48921,8,12,57
48922,3,5,35
48923,2,5,26
48924,3,4,26
48925,3,7,42
48926,3,5,30
48927,2,2,13
48928,1,5,30
48929,8,18,97
48930,2,6,41
48931,2,4,43
48932,4,9,58
48933,0,1,13
48934,0,2,14
48935,2,2,18
48936,1,3,25
48937,0,2,14
48938,6,9,51
48939,2,4,20
48940,2,3,17
48941,3,4,21
48942,3,7,50
48943,7,10,51
48944,9,14,66
48945,10,20,112
48946,7,13,70
48947,3,6,36
48948,4,5,27
48949,2,5,36
48950,4,9,56
48951,2,7,46
48952,9,18,95
48953,7,14,69
48954,4,7,40
48955,5,11,64
48956,9,14,76
48957,6,12,68
48958,9,17,91
48959,9,19,111
48960,2,5,35
48961,5,18,113
48962,12,18,83
48963,8,16,102
48964,6,10,72
48965,4,10,59
48966,5,13,83
48967,1,5,36
48968,12,25,157
48969,15,25,137
48970,5,10,53
48971,4,8,49
48972,4,11,68
48973,5,9,60
48974,7,16,92
48975,12,21,117
48976,6,10,62
48977,3,10,64
48978,13,22,110
48979,5,12,65
48980,11,21,121
48981,8,13,67
48982,13,20,94
48983,6,12,62
48984,5,9,51
48985,3,6,32
48986,6,10,54
48987,11,20,118
48988,6,8,43
48989,10,16,88
48990,16,30,170
48991,2,5,33
48992,1,2,10
48993,2,4,35
48994,9,15,85
48995,17,31,171
48996,7,13,65
48997,5,9,79
48998,1,2,13
48999,2,4,26
49000,2,5,26
49001,4,12,74
49002,4,10,67
49003,6,12,66
49004,6,15,91
49005,16,30,176
49006,20,44,279
49007,3,7,34
49008,5,15,85
49009,8,17,115
49010,3,6,36
49011,18,34,178
49012,3,7,45
49013,4,6,36
49014,7,18,118
49015,2,9,64
49016,1,2,11
49017,4,9,56
49018,5,12,67
49019,1,4,33
49020,7,13,78
49021,16,24,122
49022,4,14,82
49023,9,21,130
49024,9,19,115
49025,13,23,131
49026,4,8,45
49027,8,15,89
49028,16,37,212
49029,7,19,109
49030,18,36,204
49031,7,16,97
49032,7,17,91
49033,13,21,136
49034,9,20,106
49035,6,14,86
49036,4,9,41
49037,2,4,27
49038,0,2,15
49039,3,6,37
49040,5,9,53
49041,10,20,101
49042,11,23,133
49043,9,22,130
49044,5,9,47
49045,3,9,49
49046,11,19,113
49047,11,22,130
49048,13,27,161
49049,6,12,96
49050,5,9,48
49051,6,12,83
49052,7,10,83
49053,5,8,41
49054,9,24,136
49055,7,13,68
49056,5,10,83
49057,8,10,74
49058,6,11,62
49059,4,7,56
49060,0,0,18
49061,2,6,54
49062,0,0,18
49063,3,6,32
49064,4,8,38
49065,21,42,251
49066,9,20,123
49067,12,24,138
49068,4,11,69
49069,3,5,29
49070,2,4,25
49071,14,35,212
49072,11,18,98
49073,5,10,53
49074,0,5,32
49075,8,12,73
49076,10,26,158
49077,5,17,116
49078,8,17,84
49079,17,40,230
49080,12,31,183
49081,13,29,172
49082,12,22,127
49083,8,16,97
49084,13,25,138
49085,8,17,91
49086,6,14,90
49087,0,0,1
49088,9,21,132
49089,16,36,200
49090,6,11,72
49091,8,13,72
49092,8,12,74
49093,20,35,208
49094,15,30,167
49095,8,13,78
49096,16,28,142
49097,15,31,168
49098,6,12,88
49099,7,15,89
49100,9,23,147
49101,5,8,42
49102,6,10,51
49103,3,8,54
49104,2,5,32
49105,7,9,52
49106,0,3,29
49107,2,3,21
49108,6,11,53
49109,5,8,39
49110,2,9,62
49111,0,5,42
49112,4,6,34
49113,3,8,41
49114,2,7,45
49115,6,15,103
49116,5,11,64
49117,6,9,58
49118,4,9,53
49119,8,16,91
49120,2,6,49
49121,3,8,46
49122,9,17,85
49123,10,21,118
49124,2,4,22
49125,0,2,15
49126,3,8,47
49127,8,17,98
49128,17,33,187
49129,14,27,158
49130,8,18,82
49131,6,11,58
49132,9,19,98
49133,8,18,111
49134,8,17,97
49135,4,10,52
49136,2,10,62
49137,9,14,71
49138,6,12,61
49139,13,21,106
49140,8,17,91
49141,8,18,102
49142,6,10,43
49143,6,13,82
49144,2,5,28
49145,9,16,90
49146,6,19,114
49147,12,19,93
49148,7,14,77
49149,6,14,81
49150,3,9,48
49151,9,17,95
49152,3,8,44
49153,3,11,78
49154,7,15,87
49155,0,0,2
49156,2,5,30
49157,5,16,97
49158,3,7,42
49159,10,19,95
49160,9,18,88
49161,3,6,41
49162,2,5,41
49163,2,6,36
49164,7,13,71
49165,1,5,36
49166,3,5,29
49167,8,15,72
49168,7,10,49
49169,4,5,30
49170,6,11,57
49171,5,12,80
49172,3,7,39
49173,6,11,58
49174,4,6,50
49175,4,6,39
49176,6,14,71
49177,5,9,43
49178,0,2,13
49179,9,15,73
49180,5,8,46
49181,8,10,55
49182,4,8,54
49183,4,8,51
49184,0,1,18
49185,0,2,16
49186,4,5,38
49187,1,1,9
49188,6,11,75
49189,4,8,50
49190,6,13,69
49191,15,24,125
49192,1,3,19
49193,5,6,25
49194,2,4,27
49195,3,9,46
49196,7,17,95
49197,8,18,112
49198,6,14,90
49199,7,12,65
49200,7,10,54
49201,1,1,12
49202,4,11,66
49203,5,8,43
49204,1,3,25
49205,2,4,21
49206,1,2,15
49207,2,7,42
49208,10,17,85
49209,4,13,78
49210,4,7,47
49211,3,7,55
49212,3,6,34
49213,2,4,25
49214,1,1,7
49215,12,19,88
49216,5,8,37
49217,6,14,74
49218,12,21,110
49219,3,7,46
49220,6,12,65
49221,12,21,104
49222,13,22,123
49223,4,6,30
49224,5,9,56
49225,7,17,98
49226,5,11,51
49227,5,17,106
49228,4,8,36
49229,8,19,99
49230,8,18,107
49231,6,10,49
49232,10,15,71
49233,8,15,77
49234,7,15,73
49235,4,10,53
49236,4,9,42
49237,10,20,110
49238,2,4,23
49239,3,7,44
49240,4,7,38
49241,7,20,116
49242,2,5,28
49243,10,19,100
49244,7,14,90
49245,4,14,88
49246,3,5,32
49247,3,6,35
49248,7,17,92
49249,8,15,74
49250,2,4,21
49251,15,29,152
49252,6,11,56
49253,8,19,105
49254,2,4,29
49255,4,5,34
49256,4,10,66
49257,5,8,48
49258,7,15,82
49259,5,11,63
49260,6,12,56
49261,10,24,139
49262,4,7,38
49263,4,8,37
49264,8,15,76
49265,4,9,49
49266,1,3,20
49267,1,3,26
49268,4,11,60
49269,2,3,24
49270,0,3,24
49271,7,15,85
49272,5,7,42
49273,2,7,50
49274,5,10,50
49275,5,12,67
49276,3,4,20
49277,6,12,70
49278,2,5,32
49279,5,12,66
49280,7,15,84
49281,2,3,32
49282,0,3,22
49283,2,6,41
49284,6,11,67
49285,4,9,56
49286,5,13,84
49287,1,3,28
49288,17,26,126
49289,5,12,83
49290,2,5,33
49291,4,11,71
49292,19,38,220
49293,5,11,71
49294,10,17,80
49295,6,18,106
49296,5,7,39
49297,11,22,118
49298,7,13,68
49299,7,11,59
49300,9,19,105
49301,10,17,81
49302,5,12,74
49303,8,16,78
49304,5,8,43
49305,0,1,11
49306,0,1,11
49307,1,2,12
49308,6,12,71
49309,0,1,14
49310,6,11,61
49311,5,8,42
49312,4,11,64
49313,2,4,26
49314,0,6,38
49315,9,18,111
49316,7,15,110
49317,7,14,90
49318,2,8,44
49319,10,20,115
49320,12,21,107
49321,4,9,49
49322,9,23,130
49323,10,22,142
49324,20,37,209
49325,22,43,233
49326,0,1,6
49327,2,4,15
49328,4,5,33
49329,2,3,30
49330,5,10,57
49331,2,5,34
49332,1,2,13
49333,7,12,61
49334,10,19,123
49335,12,20,90
49336,14,31,193
49337,16,26,132
49338,8,17,95
49339,10,20,128
49340,12,22,133
49341,9,22,133
49342,5,9,71
49343,11,28,179
49344,19,41,257
49345,11,30,189
49346,2,5,46
49347,7,10,56
49348,6,12,59
49349,7,14,89
49350,14,27,161
49351,19,37,217
49352,6,13,68
49353,6,13,94
49354,28,52,294
49355,22,38,228
49356,5,19,130
49357,11,22,123
49358,19,27,122
49359,4,5,28
49360,8,15,81
49361,15,26,137
49362,24,42,230
49363,11,19,98
49364,20,35,188
49365,9,18,98
49366,10,22,130
49367,14,29,170
49368,5,11,51
49369,12,21,110
49370,8,13,62
49371,30,55,317
49372,3,6,36
49373,1,1,30
49374,7,17,99
49375,6,12,63
49376,7,17,100
49377,2,7,50
49378,4,5,36
49379,2,10,74
49380,1,9,84
49381,1,6,47
49382,2,4,29
49383,3,11,76
49384,7,11,79
49385,15,37,205
49386,0,3,31
49387,15,31,166
49388,5,11,65
49389,6,12,61
49390,6,13,75
49391,12,32,201
49392,4,13,76
49393,2,6,39
49394,17,27,130
49395,3,9,58
49396,9,18,99
49397,14,21,112
49398,5,10,53
49399,15,28,143
49400,3,11,75
49401,2,10,68
49402,7,12,67
49403,2,8,75
49404,7,19,136
49405,6,10,53
49406,8,16,83
49407,7,17,93
49408,10,20,121
49409,5,12,70
49410,13,27,166
49411,12,22,136
49412,13,27,155
49413,1,3,17
49414,7,13,75
49415,6,11,57
49416,1,4,25
49417,4,4,20
49418,3,5,29
49419,5,14,92
49420,5,14,80
49421,11,23,122
49422,16,30,168
49423,10,23,142
49424,7,19,106
49425,4,10,50
49426,11,24,137
49427,5,15,110
49428,5,11,60
49429,16,30,183
49430,1,5,34
49431,9,16,82
49432,6,17,102
49433,2,5,30
49434,5,12,73
49435,9,16,80
49436,1,3,26
49437,1,3,17
49438,0,3,21
49439,5,10,71
49440,8,21,122
49441,6,13,76
49442,1,4,26
49443,4,13,83
49444,1,3,18
49445,15,31,169
49446,4,7,39
49447,9,20,103
49448,9,20,127
49449,6,13,75
49450,1,2,25
49451,3,4,20
49452,2,7,49
49453,5,9,45
49454,7,18,111
49455,8,16,91
49456,3,4,17
49457,5,12,58
49458,2,4,19
49459,3,10,62
49460,14,26,132
49461,2,4,21
49462,2,8,48
49463,4,13,87
49464,3,8,44
49465,4,7,36
49466,8,10,65
49467,6,18,106
49468,3,7,49
49469,7,14,73
49470,6,15,85
49471,0,2,19
49472,3,6,38
49473,4,6,40
49474,10,14,67
49475,3,13,92
49476,5,13,78
49477,9,26,166
49478,1,3,13
49479,5,11,71
49480,2,3,22
49481,4,16,106
49482,4,9,54
49483,1,3,25
49484,5,13,82
49485,8,11,60
49486,0,2,13
49487,3,6,33
49488,3,6,36
49489,2,4,21
49490,8,19,109
49491,0,2,12
49492,6,10,60
49493,8,17,99
49494,9,17,108
49495,3,7,41
49496,4,6,34
49497,7,15,82
49498,9,15,77
49499,7,17,100
49500,6,11,57
49501,2,7,46
49502,3,9,55
49503,12,18,93
49504,3,5,25
49505,4,9,45
49506,3,5,35
49507,2,3,17
49508,7,12,75
49509,1,4,29
49510,1,3,24
49511,4,12,71
49512,12,21,116
49513,1,6,46
49514,4,6,33
49515,5,8,35
49516,7,12,61
49517,4,10,59
49518,5,8,52
49519,3,10,60
49520,5,8,48
49521,9,17,91
49522,2,7,43
49523,21,40,207
49524,9,15,84
49525,5,11,67
49526,10,20,101
49527,8,16,99
49528,9,19,117
49529,2,3,18
49530,5,13,65
49531,5,8,44
49532,6,13,69
49533,4,11,60
49534,5,8,40
49535,1,5,38
49536,6,16,101
49537,7,17,93
49538,4,6,32
49539,7,11,52
49540,3,4,20
49541,7,15,79
49542,5,14,80
49543,6,14,86
49544,9,22,119
49545,7,17,103
49546,7,8,36
49547,18,32,184
49548,12,25,137
49549,9,20,113
49550,2,3,20
49551,1,4,24
49552,4,9,45
49553,8,17,93
49554,3,8,61
49555,1,5,41
49556,3,9,51
49557,10,20,115
49558,9,17,100
49559,7,14,79
49560,6,11,64
49561,5,14,68
49562,4,8,48
49563,7,15,79
49564,0,4,32
49565,0,2,24
49566,3,5,28
49567,9,19,93
49568,3,10,66
49569,7,13,65
49570,7,13,65
49571,7,14,67
49572,5,15,110
49573,2,10,67
49574,2,5,23
49575,9,18,102
49576,5,13,79
49577,4,11,63
49578,4,10,50
49579,6,19,109
49580,4,9,51
49581,12,24,127
49582,10,26,154
49583,1,6,49
49584,9,24,142
49585,6,12,56
49586,3,6,24
49587,4,6,31
49588,13,27,142
49589,7,13,80
49590,9,18,102
49591,13,20,88
49592,9,15,77
49593,8,15,107
49594,12,22,122
49595,2,4,29
49596,3,5,35
49597,2,3,19
49598,6,12,81
49599,0,1,9
49600,5,10,53
49601,9,20,124
49602,5,11,66
49603,13,24,122
49604,14,26,137
49605,7,18,102
49606,9,22,114
49607,4,12,72
49608,1,5,45
49609,13,28,162
49610,13,23,124
49611,10,19,99
49612,5,10,52
49613,9,15,82
49614,9,17,91
49615,18,38,223
49616,3,6,33
49617,4,6,34
49618,9,14,62
