rank,word,frequency,cumulative_coverage_percent
3200,whispre,1,95.6792
3201,yw's,1,95.6821
3202,downnnnnn,1,95.685
3203,freeezinggggg,1,95.6879
3204,mark,1,95.6908
3205,frown,1,95.6937
3206,omggg,1,95.6966
3207,mittens,1,95.6995
3208,elections,1,95.7024
3209,dotn,1,95.7053
3210,gaspppp,1,95.7082
3211,coggieeee,1,95.7111
3212,voter,1,95.714
3213,gee,1,95.7169
3214,issue,1,95.7198
3215,comps,1,95.7227
3216,eddie,1,95.7256
3217,repeating,1,95.7285
3218,themselvs,1,95.7314
3219,illinois,1,95.7343
3220,ensure,1,95.7372
3221,rights,1,95.7401
3222,abortions,1,95.743
3223,picks,1,95.7459
3224,repeats,1,95.7488
3225,abourted,1,95.7517
3226,bossy,1,95.7546
3227,laughin,1,95.7575
3228,builds,1,95.7604
3229,freeeezinggg,1,95.7633
3230,gift,1,95.7662
3231,driveby,1,95.7691
3232,pouts,1,95.772
3233,oot,1,95.7749
3234,pouting,1,95.7778
3235,violators,1,95.7807
3236,spanked,1,95.7836
3237,fulfilling,1,95.7865
3238,curls,1,95.7894
3239,maddish,1,95.7923
3240,apoligize,1,95.7952
3241,flower,1,95.7981
3242,outs,1,95.8011
3243,btw,1,95.804
3244,stripper,1,95.8069
3245,bachelorette,1,95.8098
3246,wansta,1,95.8127
3247,receprion,1,95.8156
3248,pisses,1,95.8185
3249,paul,1,95.8214
3250,outa,1,95.8243
3251,nekkies,1,95.8272
3252,entertain,1,95.8301
3253,retahhhhded,1,95.833
3254,stalk,1,95.8359
3255,pssssh,1,95.8388
3256,involves,1,95.8417
3257,york,1,95.8446
3258,yooou,1,95.8475
3259,tonawanda,1,95.8504
3260,muhaha,1,95.8533
3261,yoooou,1,95.8562
3262,anythin,1,95.8591
3263,tdr,1,95.862
3264,riiiiight,1,95.8649
3265,wussups,1,95.8678
3266,ooooooooooo,1,95.8707
3267,ahahh,1,95.8736
3268,midwest,1,95.8765
3269,scream,1,95.8794
3270,biiiatch,1,95.8823
3271,forgets,1,95.8852
3272,louder,1,95.8881
3273,xxxxxxxxxx,1,95.891
3274,jacking,1,95.8939
3275,kitchen,1,95.8968
3276,whitte,1,95.8997
3277,doodle,1,95.9026
3278,rapidly,1,95.9055
3279,heeheeheeheeheehee,1,95.9084
3280,skydiving,1,95.9113
3281,tounge,1,95.9142
3282,siver,1,95.9171
3283,fear,1,95.92
3284,geessh,1,95.9229
3285,piggy,1,95.9258
3286,sleepy,1,95.9287
3287,dies,1,95.9316
3288,freind,1,95.9345
3289,chest,1,95.9374
3290,givs,1,95.9403
3291,cpr,1,95.9432
3292,hahahahahaha,1,95.9461
3293,killeded,1,95.949
3294,du,1,95.9519
3295,dummmm,1,95.9548
3296,hohohohhohhoo,1,95.9577
3297,kawing,1,95.9607
3298,bust,1,95.9636
3299,ewedding,1,95.9665
3300,fucks,1,95.9694
3301,xmas,1,95.9723
3302,sweeeeeeeeet,1,95.9752
3303,cancer,1,95.9781
3304,enuf,1,95.981
3305,betrayal,1,95.9839
3306,rag,1,95.9868
3307,cooter,1,95.9897
3308,leakin,1,95.9926
3309,affairs,1,95.9955
3310,aware,1,95.9984
3311,eeww,1,96.0013
3312,eeewwwwww,1,96.0042
3313,lesbo,1,96.0071
3314,thristy,1,96.01
3315,nasty,1,96.0129
3316,dick,1,96.0158
3317,shocks,1,96.0187
3318,fair,1,96.0216
3319,syndrome,1,96.0245
3320,van,1,96.0274
3321,lyin,1,96.0303
3322,yessum,1,96.0332
3323,chocha,1,96.0361
3324,thirsty,1,96.039
3325,superman,1,96.0419
3326,orders,1,96.0448
3327,lex,1,96.0477
3328,lois,1,96.0506
3329,bud,1,96.0535
3330,brings,1,96.0564
3331,forgive,1,96.0593
3332,lovin,1,96.0622
3333,actualy,1,96.0651
3334,condition,1,96.068
3335,tryina,1,96.0709
3336,cuss,1,96.0738
3337,satisfie,1,96.0767
3338,munch,1,96.0796
3339,anyyyyyyyyyyyyyyyyy,1,96.0825
3340,stallion,1,96.0854
3341,rape,1,96.0883
3342,raarrrrrr,1,96.0912
3343,counts,1,96.0941
3344,geez,1,96.097
3345,syndorme,1,96.0999
3346,recovering,1,96.1028
3347,jajajaaa,1,96.1057
3348,tart,1,96.1086
3349,hgey,1,96.1115
3350,mwahhs,1,96.1144
3351,caan,1,96.1174
3352,exchanged,1,96.1203
3353,fliuds,1,96.1232
3354,remembers,1,96.1261
3355,ifr,1,96.129
3356,memories,1,96.1319
3357,act,1,96.1348
3358,appologise,1,96.1377
3359,feeling,1,96.1406
3360,starts,1,96.1435
3361,molest,1,96.1464
3362,lurks,1,96.1493
3363,mwahhss,1,96.1522
3364,exchanging,1,96.1551
3365,hahaaa,1,96.158
3366,fruity,1,96.1609
3367,shpwing,1,96.1638
3368,nude,1,96.1667
3369,nudes,1,96.1696
3370,allo,1,96.1725
3371,lmaooooo,1,96.1754
3372,ahahha,1,96.1783
3373,kneez,1,96.1812
3374,kness,1,96.1841
3375,yesh,1,96.187
3376,kneess,1,96.1899
3377,ahhah,1,96.1928
3378,miss'n,1,96.1957
3379,cyclone,1,96.1986
3380,reub,1,96.2015
3381,included,1,96.2044
3382,possibly,1,96.2073
3383,involved,1,96.2102
3384,arrived,1,96.2131
3385,react,1,96.216
3386,heat,1,96.2189
3387,winds,1,96.2218
3388,hitting,1,96.2247
3389,kmph,1,96.2276
3390,pope,1,96.2305
3391,standin,1,96.2334
3392,riiiight,1,96.2363
3393,orgies,1,96.2392
3394,needy,1,96.2421
3395,carpet,1,96.245
3396,tryer,1,96.2479
3397,truss,1,96.2508
3398,techniques,1,96.2537
3399,swallow,1,96.2566
3400,mmmkay,1,96.2595
3401,choke,1,96.2624
3402,bleach,1,96.2653
3403,technique,1,96.2682
3404,sounded,1,96.2711
3405,yess,1,96.274
3406,ken,1,96.277
3407,lotsa,1,96.2799
3408,hummmm,1,96.2828
3409,duet,1,96.2857
3410,grins,1,96.2886
3411,bbiam,1,96.2915
3412,whatca,1,96.2944
3413,willis,1,96.2973
3414,pro's,1,96.3002
3415,wuts,1,96.3031
3416,tonite,1,96.306
3417,understand,1,96.3089
3418,frustrating,1,96.3118
3419,filled,1,96.3147
3420,cardnials,1,96.3176
3421,perverted,1,96.3205
3422,albany,1,96.3234
3423,quiz,1,96.3263
3424,saratoga,1,96.3292
3425,hih,1,96.3321
3426,copone,1,96.335
3427,quizes,1,96.3379
3428,nicname,1,96.3408
3429,scar,1,96.3437
3430,profilrs,1,96.3466
3431,clicked,1,96.3495
3432,lincoln,1,96.3524
3433,famous,1,96.3553
3434,speech,1,96.3582
3435,doggies,1,96.3611
3436,release,1,96.364
3437,headach,1,96.3669
3438,hay,1,96.3698
3439,pleaseeeee,1,96.3727
3440,muahsssssssssssssssssss,1,96.3756
3441,theere,1,96.3785
3442,muahssssssssssssssss,1,96.3814
3443,danny,1,96.3843
3444,recieve,1,96.3872
3445,email,1,96.3901
3446,paitently,1,96.393
3447,hu,1,96.3959
3448,pr,1,96.3988
3449,pasties,1,96.4017
3450,tabasco,1,96.4046
3451,whhhooooo,1,96.4075
3452,ridem,1,96.4104
3453,prono,1,96.4133
3454,pair,1,96.4162
3455,robert,1,96.4191
3456,palmer,1,96.422
3457,bell,1,96.4249
3458,adams,1,96.4278
3459,lurch,1,96.4307
3460,livin,1,96.4336
3461,missin,1,96.4366
3462,dawg,1,96.4395
3463,memory,1,96.4424
3464,hugzzzzzzz,1,96.4453
3465,scrabble,1,96.4482
3466,notes,1,96.4511
3467,beatles,1,96.454
3468,hearing,1,96.4569
3469,jimmy,1,96.4598
3470,hendrix,1,96.4627
3471,boyfriend,1,96.4656
3472,grilfriend,1,96.4685
3473,febe,1,96.4714
3474,dobson,1,96.4743
3475,prof,1,96.4772
3476,surfing,1,96.4801
3477,wc,1,96.483
3478,bj,1,96.4859
3479,thomas,1,96.4888
3480,mac,1,96.4917
3481,davis,1,96.4946
3482,ghetto,1,96.4975
3483,elvis,1,96.5004
3484,patsy,1,96.5033
3485,cline,1,96.5062
3486,gloria,1,96.5091
3487,estefan,1,96.512
3488,willy,1,96.5149
3489,bigest,1,96.5178
3490,turkey,1,96.5207
3491,johny,1,96.5236
3492,es,1,96.5265
3493,norah,1,96.5294
3494,jones,1,96.5323
3495,hoo,1,96.5352
3496,stranger,1,96.5381
3497,powter,1,96.541
3498,welcomes,1,96.5439
3499,invisible,1,96.5468
3500,zzzzzzzz,1,96.5497
3501,invisiable,1,96.5526
3502,chuckles,1,96.5555
3503,lousiana,1,96.5584
3504,willams,1,96.5613
3505,rowdy,1,96.5642
3506,jr,1,96.5671
3507,jude,1,96.57
3508,pointer,1,96.5729
3509,sisters,1,96.5758
3510,conway,1,96.5787
3511,ono,1,96.5816
3512,fawker,1,96.5845
3513,walrus,1,96.5874
3514,convinced,1,96.5903
3515,hired,1,96.5933
3516,egg,1,96.5962
3517,suprise,1,96.5991
3518,balad,1,96.602
3519,moochhhhhhhhh,1,96.6049
3520,showered,1,96.6078
3521,hassle,1,96.6107
3522,looked,1,96.6136
3523,spiff,1,96.6165
3524,nawwww,1,96.6194
3525,checked,1,96.6223
3526,checkin,1,96.6252
3527,niters,1,96.6281
3528,whou,1,96.631
3529,idnt,1,96.6339
3530,straightens,1,96.6368
3531,nightie,1,96.6397
3532,zzzzzzzing,1,96.6426
3533,sweater,1,96.6455
3534,normy,1,96.6484
3535,sleeved,1,96.6513
3536,wearing,1,96.6542
3537,perk,1,96.6571
3538,sleepover,1,96.66
3539,heaven,1,96.6629
3540,tennies,1,96.6658
3541,simular,1,96.6687
3542,sweat,1,96.6716
3543,shelf,1,96.6745
3544,jammers,1,96.6774
3545,sleepin,1,96.6803
3546,sweats,1,96.6832
3547,http,1,96.6861
3548,aching,1,96.689
3549,notice,1,96.6919
3550,helping,1,96.6948
3551,edmonton,1,96.6977
3552,yell,1,96.7006
3553,weigh,1,96.7035
3554,soakin,1,96.7064
3555,wet,1,96.7093
3556,busted,1,96.7122
3557,mah,1,96.7151
3558,mang,1,96.718
3559,helped,1,96.7209
3560,danger,1,96.7238
3561,smewchies,1,96.7267
3562,withdrawal,1,96.7296
3563,tennesee,1,96.7325
3564,ssri,1,96.7354
3565,caused,1,96.7383
3566,depression,1,96.7412
3567,cure,1,96.7441
3568,lubbs,1,96.747
3569,withdrawl,1,96.7499
3570,heyyyyyyyyy,1,96.7529
3571,wean,1,96.7558
3572,horrid,1,96.7587
3573,zoloft,1,96.7616
3574,roomate,1,96.7645
3575,knocked,1,96.7674
3576,obscene,1,96.7703
3577,suggestions,1,96.7732
3578,post,1,96.7761
3579,controlling,1,96.779
3580,weight,1,96.7819
3581,differently,1,96.7848
3582,individual,1,96.7877
3583,tummy,1,96.7906
3584,consuming,1,96.7935
3585,anti,1,96.7964
3586,depressant,1,96.7993
3587,cessation,1,96.8022
3588,shots,1,96.8051
3589,anxiety,1,96.808
3590,dayum,1,96.8109
3591,excitin,1,96.8138
3592,heyyyyyyyyyy,1,96.8167
3593,stopped,1,96.8196
3594,wantin,1,96.8225
3595,themself,1,96.8254
3596,betta,1,96.8283
3597,awake,1,96.8312
3598,reasons,1,96.8341
3599,themselves,1,96.837
3600,feelings,1,96.8399
3601,vicious,1,96.8428
3602,circle,1,96.8457
3603,appologize,1,96.8486
3604,noth,1,96.8515
3605,nortenos,1,96.8544
3606,masturbating,1,96.8573
3607,complains,1,96.8602
3608,oxymoron,1,96.8631
3609,facilitated,1,96.866
3610,snickers,1,96.8689
3611,yak,1,96.8718
3612,midgets,1,96.8747
3613,chews,1,96.8776
3614,gum,1,96.8805
3615,tall,1,96.8834
3616,pray,1,96.8863
3617,losted,1,96.8892
3618,heyyyyyyyyyyyyyy,1,96.8921
3619,gurlie,1,96.895
3620,babycakeses,1,96.8979
3621,yummylicious,1,96.9008
3622,smokes,1,96.9037
3623,drools,1,96.9066
3624,weed,1,96.9095
3625,sticky,1,96.9125
3626,icky,1,96.9154
3627,wee,1,96.9183
3628,jar,1,96.9212
3629,cuddlicious,1,96.9241
3630,changed,1,96.927
3631,moment,1,96.9299
3632,rick,1,96.9328
3633,spit,1,96.9357
3634,vinyl,1,96.9386
3635,share,1,96.9415
3636,lube,1,96.9444
3637,pinch,1,96.9473
3638,swackhammer,1,96.9502
3639,mami,1,96.9531
3640,jucilicious,1,96.956
3641,east,1,96.9589
3642,scuse,1,96.9618
3643,eitther,1,96.9647
3644,lagging,1,96.9676
3645,flops,1,96.9705
3646,addicted,1,96.9734
3647,beuty,1,96.9763
3648,everbody,1,96.9792
3649,catches,1,96.9821
3650,itz,1,96.985
3651,seat,1,96.9879
3652,cock,1,96.9908
3653,owuldnt,1,96.9937
3654,happily,1,96.9966
3655,beans,1,96.9995
3656,saunders,1,97.0024
3657,otay,1,97.0053
3658,happend,1,97.0082
3659,miiiiiinnnnnnnnnneeeeeeee,1,97.0111
3660,curious,1,97.014
3661,desire,1,97.0169
3662,cakes,1,97.0198
3663,lllllllliiiiiiiiiikeee,1,97.0227
3664,miiiiiiiiiiiiinnnnnnnnnnneeeeeeeeee,1,97.0256
3665,aiiiiiiiiiiiiiiiiiiiiiiii,1,97.0285
3666,mmmmmmmmiiiiiiiiinnnnnnnnneeeeeeee,1,97.0314
3667,woooooooooaaaahhhhhhhhhhhh,1,97.0343
3668,firs,1,97.0372
3669,site,1,97.0401
3670,kitten,1,97.043
3671,welome,1,97.0459
3672,dump,1,97.0488
3673,cherry,1,97.0517
3674,toop,1,97.0546
3675,backfrontsidewaysandallaroundtheworld,1,97.0575
3676,deals,1,97.0604
3677,four,1,97.0633
3678,beats,1,97.0662
3679,herself,1,97.0692
3680,christian,1,97.0721
3681,aggravated,1,97.075
3682,denomination,1,97.0779
3683,churches,1,97.0808
3684,paradis,1,97.0837
3685,dontcha,1,97.0866
3686,sets,1,97.0895
3687,altar,1,97.0924
3688,summon,1,97.0953
3689,asss,1,97.0982
3690,workout,1,97.1011
3691,loser,1,97.104
3692,paid,1,97.1069
3693,registration,1,97.1098
3694,fee,1,97.1127
3695,disocvered,1,97.1156
3696,lucifer,1,97.1185
3697,iowa,1,97.1214
3698,presume,1,97.1243
3699,messages,1,97.1272
3700,goodness,1,97.1301
3701,woooohoooo,1,97.133
3702,ahhhhhhhhhhhhhh,1,97.1359
3703,homies,1,97.1388
3704,chattanooga,1,97.1417
3705,dahlin,1,97.1446
3706,prime,1,97.1475
3707,minister,1,97.1504
3708,othing,1,97.1533
3709,burned,1,97.1562
3710,stake,1,97.1591
3711,snores,1,97.162
3712,dabble,1,97.1649
3713,tad,1,97.1678
3714,touchy,1,97.1707
3715,yvw,1,97.1736
3716,practically,1,97.1765
3717,moderation,1,97.1794
3718,label,1,97.1823
3719,trance,1,97.1852
3720,boi,1,97.1881
3721,tatatatnanaantatat,1,97.191
3722,swing,1,97.1939
3723,mmmmmmmmmmmmm,1,97.1968
3724,mmmomom,1,97.1997
3725,chcken,1,97.2026
3726,jeff,1,97.2055
3727,seminilla,1,97.2084
3728,crib,1,97.2113
3729,matrix,1,97.2142
3730,drinks,1,97.2171
3731,wonderful,1,97.22
3732,vodka,1,97.2229
3733,popcorn,1,97.2258
3734,walmart,1,97.2288
3735,greeter,1,97.2317
3736,packs,1,97.2346
3737,ciggareets,1,97.2375
3738,weeeeeeeeeeeeeeeeeeeeeeeeed,1,97.2404
3739,future,1,97.2433
3740,drug,1,97.2462
3741,cook,1,97.2491
3742,housewife,1,97.252
3743,gracemont,1,97.2549
3744,cst,1,97.2578
3745,ladz,1,97.2607
3746,justin,1,97.2636
3747,criss,1,97.2665
3748,angel,1,97.2694
3749,j,1,97.2723
3750,aime,1,97.2752
3751,futurama,1,97.2781
3752,necromancers,1,97.281
3753,hahahahahahaha,1,97.2839
3754,druid,1,97.2868
3755,biiiiiitch,1,97.2897
3756,babay,1,97.2926
3757,hong,1,97.2955
3758,kong,1,97.2984
3759,tok,1,97.3013
3760,whiskey,1,97.3042
3761,cigars,1,97.3071
3762,occasional,1,97.31
3763,hahahahahahahahahahahahahahahaha,1,97.3129
3764,twizted,1,97.3158
3765,delightful,1,97.3187
3766,mishap,1,97.3216
3767,corny,1,97.3245
3768,e,1,97.3274
3769,morbidly,1,97.3303
3770,twisted,1,97.3332
3771,serties,1,97.3361
3772,gurrrrl,1,97.339
3773,playas,1,97.3419
3774,praying,1,97.3448
3775,shouldve,1,97.3477
3776,jackie,1,97.3506
3777,barbieee,1,97.3535
3778,gigantic,1,97.3564
3779,tits,1,97.3593
3780,brass,1,97.3622
3781,knuckles,1,97.3651
3782,whaaa,1,97.368
3783,washboard,1,97.3709
3784,abs,1,97.3738
3785,gret,1,97.3767
3786,elsewhere,1,97.3796
3787,fu,1,97.3825
3788,guns,1,97.3855
3789,texan,1,97.3884
3790,assumes,1,97.3913
3791,position,1,97.3942
3792,inch,1,97.3971
3793,inhales,1,97.4
3794,deeply,1,97.4029
3795,shell,1,97.4058
3796,sean,1,97.4087
3797,douche,1,97.4116
3798,howl,1,97.4145
3799,clearly,1,97.4174
3800,irc,1,97.4203
3801,operator,1,97.4232
3802,hog,1,97.4261
3803,accident,1,97.429
3804,information,1,97.4319
3805,superhiway,1,97.4348
3806,jammed,1,97.4377
3807,state,1,97.4406
3808,suked,1,97.4435
3809,allowed,1,97.4464
3810,gotaa,1,97.4493
3811,gs,1,97.4522
3812,bluer,1,97.4551
3813,acting,1,97.458
3814,blooded,1,97.4609
3815,preoccupied,1,97.4638
3816,slam,1,97.4667
3817,christ,1,97.4696
3818,boredom,1,97.4725
3819,victims,1,97.4754
3820,mhm,1,97.4783
3821,seeee,1,97.4812
3822,youuuu,1,97.4841
3823,sunnn,1,97.487
3824,hopefully,1,97.4899
3825,goneee,1,97.4928
3826,forget,1,97.4957
3827,dreammm,1,97.4986
3828,pleez,1,97.5015
3829,eva,1,97.5044
3830,psychologist,1,97.5073
3831,disturbing,1,97.5102
3832,fettish,1,97.5131
3833,pine,1,97.516
3834,goddamn,1,97.5189
3835,hatchet,1,97.5218
3836,rarly,1,97.5247
3837,reproduce,1,97.5276
3838,chineese,1,97.5305
3839,marilyn,1,97.5334
3840,charlie,1,97.5363
3841,screamo,1,97.5392
3842,puke,1,97.5421
3843,eeeeeeeeewwwwwwww,1,97.5451
3844,pukes,1,97.548
3845,lesbian,1,97.5509
3846,blowing,1,97.5538
3847,chunks,1,97.5567
3848,chucking,1,97.5596
3849,spewing,1,97.5625
3850,goodie,1,97.5654
3851,hurling,1,97.5683
3852,pearl,1,97.5712
3853,jam,1,97.5741
3854,waaa,1,97.577
3855,classic,1,97.5799
3856,vomiting,1,97.5828
3857,eay,1,97.5857
3858,sober,1,97.5886
3859,courtney,1,97.5915
3860,austin,1,97.5944
3861,mexicans,1,97.5973
3862,nauty,1,97.6002
3863,urls,1,97.6031
3864,star,1,97.606
3865,url,1,97.6089
3866,law,1,97.6118
3867,wasup,1,97.6147
3868,goodnight,1,97.6176
3869,bandsaw,1,97.6205
3870,hangin,1,97.6234
3871,rafters,1,97.6263
3872,australia,1,97.6292
3873,shinedown,1,97.6321
3874,save,1,97.635
3875,barrel,1,97.6379
3876,pulling,1,97.6408
3877,ldskdlsf,1,97.6437
3878,sldfjlsdf,1,97.6466
3879,sdlfkjsj,1,97.6495
3880,meeeeeeeeeeeee,1,97.6524
3881,el,1,97.6553
3882,rey,1,97.6582
3883,fellows,1,97.6611
3884,medicine,1,97.664
3885,norman,1,97.6669
3886,mmmmmmmmmmmmmm,1,97.6698
3887,cooooooooookiiiiiiiiiiiieeeeeeeeeeee,1,97.6727
3888,yuuuuuuuuuuuummmmmmmmmmmm,1,97.6756
3889,democrats,1,97.6785
3890,descriminate,1,97.6814
3891,woo,1,97.6843
3892,ppolitical,1,97.6872
3893,product,1,97.6901
3894,breeding,1,97.693
3895,anygirl,1,97.6959
3896,hotties,1,97.6988
3897,uuuhhh,1,97.7017
3898,sori,1,97.7047
3899,gun,1,97.7076
3900,shush,1,97.7105
3901,freaks,1,97.7134
3902,deaths,1,97.7163
3903,brbbb,1,97.7192
3904,destruction,1,97.7221
3905,homicide,1,97.725
3906,crack,1,97.7279
3907,pedofile,1,97.7308
3908,slkfjsldkfjs,1,97.7337
3909,kookies,1,97.7366
3910,aaaaaaaaaaaaaaaaa,1,97.7395
3911,raaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,97.7424
3912,weeeeeeeeeeeeeeee,1,97.7453
3913,oooooooooooglyyyyyyyy,1,97.7482
3914,boooooooooooglyyyyyy,1,97.7511
3915,coudl,1,97.754
3916,poem,1,97.7569
3917,ripping,1,97.7598
3918,jack,1,97.7627
3919,moved,1,97.7656
3920,aside,1,97.7685
3921,considered,1,97.7714
3922,yelling,1,97.7743
3923,warnings,1,97.7772
3924,max,1,97.7801
3925,usual,1,97.783
3926,junk,1,97.7859
3927,employed,1,97.7888
3928,chips,1,97.7917
3929,tips,1,97.7946
3930,essentially,1,97.7975
3931,easier,1,97.8004
3932,harder,1,97.8033
3933,quarter,1,97.8062
3934,pounder,1,97.8091
3935,virgo,1,97.812
3936,neighbor,1,97.8149
3937,relation,1,97.8178
3938,quarrel,1,97.8207
3939,astral,1,97.8236
3940,enable,1,97.8265
3941,concerning,1,97.8294
3942,belongings,1,97.8323
3943,sensitive,1,97.8352
3944,inheritance,1,97.8381
3945,however,1,97.841
3946,remain,1,97.8439
3947,vigilant,1,97.8468
3948,distrustful,1,97.8497
3949,physical,1,97.8526
3950,moral,1,97.8555
3951,tense,1,97.8584
3952,spark,1,97.8614
3953,crisis,1,97.8643
3954,nooo,1,97.8672
3955,bothering,1,97.8701
3956,jon,1,97.873
3957,pastor,1,97.8759
3958,troy,1,97.8788
3959,comprende,1,97.8817
3960,appleton,1,97.8846
3961,canadaian,1,97.8875
3962,bloody,1,97.8904
3963,puppet,1,97.8933
3964,jrz,1,97.8962
3965,norny,1,97.8991
3966,grown,1,97.902
3967,tail,1,97.9049
3968,conversion,1,97.9078
3969,guide,1,97.9107
3970,waddup,1,97.9136
3971,respect,1,97.9165
3972,mum,1,97.9194
3973,aiken,1,97.9223
3974,problemo,1,97.9252
3975,dyed,1,97.9281
3976,chopped,1,97.931
3977,fucker,1,97.9339
3978,wallpaper,1,97.9368
3979,suffice,1,97.9397
3980,darlings,1,97.9426
3981,system,1,97.9455
3982,hel,1,97.9484
3983,comon,1,97.9513
3984,trippin,1,97.9542
3985,proper,1,97.9571
3986,passionately,1,97.96
3987,channel,1,97.9629
3988,shoots,1,97.9658
3989,scintillating,1,97.9687
3990,beam,1,97.9716
3991,magical,1,97.9745
3992,eng,1,97.9774
3993,stoned,1,97.9803
3994,carrying,1,97.9832
3995,daft,1,97.9861
3996,twit,1,97.989
3997,scum,1,97.9919
3998,downtown,1,97.9948
3999,answering,1,97.9977
4000,widow,1,98.0006
4001,frenchkiss,1,98.0035
4002,filthy,1,98.0064
4003,toke,1,98.0093
4004,spanish,1,98.0122
4005,ribs,1,98.0151
4006,xcitable,1,98.018
4007,grassy,1,98.021
4008,garciae,1,98.0239
4009,eggs,1,98.0268
4010,wyte,1,98.0297
4011,strapped,1,98.0326
4012,moms,1,98.0355
4013,medium,1,98.0384
4014,trippy,1,98.0413
4015,blazed,1,98.0442
4016,salsa,1,98.0471
4017,choices,1,98.05
4018,okkkkkk,1,98.0529
4019,goof,1,98.0558
4020,studied,1,98.0587
4021,stressed,1,98.0616
4022,holland,1,98.0645
4023,massaged,1,98.0674
4024,relaxes,1,98.0703
4025,burried,1,98.0732
4026,able,1,98.0761
4027,hheeyyy,1,98.079
4028,gguyyyzzzz,1,98.0819
4029,alohas,1,98.0848
4030,vamp,1,98.0877
4031,bares,1,98.0906
4032,teeth,1,98.0935
4033,americans,1,98.0964
4034,ark,1,98.0993
4035,naughty,1,98.1022
4036,jonesboro,1,98.1051
4037,hheeyy,1,98.108
4038,guyzz,1,98.1109
4039,japanese,1,98.1138
4040,turkish,1,98.1167
4041,mi,1,98.1196
4042,infection,1,98.1225
4043,yoghurt,1,98.1254
4044,months,1,98.1283
4045,walderslade,1,98.1312
4046,originally,1,98.1341
4047,catterick,1,98.137
4048,ther,1,98.1399
4049,hheeyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy,1,98.1428
4050,norfolk,1,98.1457
4051,fongul,1,98.1486
4052,yello,1,98.1515
4053,alohaaa,1,98.1544
4054,waz,1,98.1573
4055,text,1,98.1602
4056,dratts,1,98.1631
4057,wiltou,1,98.166
4058,fascist,1,98.1689
4059,hyy,1,98.1718
4060,grettings,1,98.1747
4061,heyyyyyyy,1,98.1777
4062,scuba,1,98.1806
4063,gear,1,98.1835
4064,converse,1,98.1864
4065,topics,1,98.1893
4066,wiltshire,1,98.1922
4067,ultimate,1,98.1951
4068,loveing,1,98.198
4069,chics,1,98.2009
4070,italians,1,98.2038
4071,coffe,1,98.2067
4072,placce,1,98.2096
4073,biebsa,1,98.2125
4074,matt,1,98.2154
4075,hughes,1,98.2183
4076,pierre,1,98.2212
4077,stalked,1,98.2241
4078,alterz,1,98.227
4079,llloooozzzzeeerrrrzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,1,98.2299
4080,moonie,1,98.2328
4081,pineapple,1,98.2357
4082,ntmn,1,98.2386
4083,az,1,98.2415
4084,armtnpeat,1,98.2444
4085,permenant,1,98.2473
4086,petanmart,1,98.2502
4087,gng,1,98.2531
4088,permanent,1,98.256
4089,apartment,1,98.2589
4090,onuimso,1,98.2618
4091,unisom,1,98.2647
4092,grea,1,98.2676
4093,omnious,1,98.2705
4094,ominous,1,98.2734
4095,mainland,1,98.2763
4096,cos,1,98.2792
4097,graciously,1,98.2821
4098,lights,1,98.285
4099,cigarette,1,98.2879
4100,happpy,1,98.2908
4101,excellent,1,98.2937
4102,sooners,1,98.2966
4103,abide,1,98.2995
4104,talkcity,1,98.3024
4105,callifornia,1,98.3053
4106,seduce,1,98.3082
4107,tommorrow,1,98.3111
4108,awesomes,1,98.314
4109,blowup,1,98.3169
4110,guts,1,98.3198
4111,oy,1,98.3227
4112,flirting,1,98.3256
4113,downloading,1,98.3285
4114,heading,1,98.3314
4115,kissed,1,98.3343
4116,re,1,98.3373
4117,csi,1,98.3402
4118,flashed,1,98.3431
4119,dik,1,98.346
4120,ar,1,98.3489
4121,divorced,1,98.3518
4122,small,1,98.3547
4123,bow,1,98.3576
4124,heartbreaker,1,98.3605
4125,electric,1,98.3634
4126,breaks,1,98.3663
4127,coworkers,1,98.3692
4128,wrek,1,98.3721
4129,belive,1,98.375
4130,whilst,1,98.3779
4131,sucking,1,98.3808
4132,dirrrrty,1,98.3837
4133,innit,1,98.3866
4134,mornin,1,98.3895
4135,singleeeeeeee,1,98.3924
4136,thrill,1,98.3953
4137,teasing,1,98.3982
4138,fort,1,98.4011
4139,wainwright,1,98.404
4140,akst,1,98.4069
4141,humidity,1,98.4098
4142,soory,1,98.4127
4143,pst,1,98.4156
4144,declawed,1,98.4185
4145,declaw,1,98.4214
4146,strickly,1,98.4243
4147,indoor,1,98.4272
4148,foxes,1,98.4301
4149,furniture,1,98.433
4150,sleeps,1,98.4359
4151,complex,1,98.4388
4152,hmmmmmmmmmm,1,98.4417
4153,hahahaa,1,98.4446
4154,scary,1,98.4475
4155,noted,1,98.4504
4156,chathide,1,98.4533
4157,cuteness,1,98.4562
4158,yoder,1,98.4591
4159,golden,1,98.462
4160,blues,1,98.4649
4161,brothers,1,98.4678
4162,wire,1,98.4707
4163,scusezzy,1,98.4736
4164,soda,1,98.4765
4165,picture,1,98.4794
4166,gray,1,98.4823
4167,ducking,1,98.4852
4168,tlak,1,98.4881
4169,eticket,1,98.491
4170,ltnc,1,98.4939
